image,label
27321,3_b6_1
61586,2_00_0
40131,1_00_0
21100,3_b3_1
21922,3_00_0
55539,1_00_0
60643,5_b7_1
40505,6_00_0
31644,5_00_0
36154,5_b6_1
49766,6_00_0
13392,4_00_0
63718,4_00_0
14164,6_00_0
43734,3_00_0
24169,5_b8_1
25041,3_00_0
65896,3_b8_1
17051,3_b8_1
17665,4_00_0
11403,3_a9_1
17316,3_00_0
12692,1_00_0
39208,3_b6_1
55847,3_b6_1
45176,3_00_0
17334,2_00_0
21394,3_00_0
53396,3_00_0
41658,1_00_0
37149,6_00_0
31327,1_00_0
32937,6_00_0
41553,3_00_0
61421,6_00_0
22599,1_00_0
62098,1_00_0
26749,3_00_0
23881,3_a9_2
34025,6_00_0
44733,5_a7_2
37761,1_00_0
29539,3_00_0
16324,6_00_0
24540,1_00_0
45028,3_a9_2
56068,5_b8_1
59266,3_a9_1
18055,5_b7_1
48884,3_00_0
57865,4_00_0
41652,5_00_0
17367,4_00_0
16737,4_00_0
29454,2_a5_2
49989,6_00_0
47573,4_00_0
49946,3_00_0
48671,3_00_0
26411,6_00_0
44828,3_b3_1
52140,3_00_0
36224,3_b8_1
42382,3_00_0
17902,3_b3_1
49954,3_00_0
47622,3_00_0
30751,4_00_0
41093,1_00_0
23853,3_a9_2
65724,3_00_0
14646,3_a9_2
43169,6_00_0
42245,6_00_0
57580,3_00_0
24285,6_00_0
29722,5_b8_1
57635,2_00_0
48437,5_b6_1
45689,3_a9_2
19758,3_b8_1
64373,3_b6_1
12483,4_00_0
40945,3_b6_1
31111,3_00_0
65023,4_00_0
33640,2_00_0
33846,4_00_0
49546,4_00_0
11556,3_b3_1
43536,1_00_0
56920,4_00_0
55505,6_a11_1
18146,3_00_0
67534,3_b3_1
12063,3_00_0
36416,3_b7_1
37473,2_00_0
31143,6_a12_2
22207,2_a5_2
20693,6_00_0
26446,3_a9_1
25338,6_00_0
48097,3_00_0
35568,6_00_0
57812,3_b6_1
60610,1_00_0
18109,1_00_0
15379,5_b7_1
40314,3_00_0
18009,1_00_0
34465,5_a7_2
42560,6_00_0
54370,3_00_0
18450,4_00_0
28678,3_00_0
40756,3_00_0
50615,5_b7_1
29058,4_00_0
33150,2_00_0
20363,3_00_0
14949,5_b6_1
51223,4_00_0
32839,1_00_0
26553,3_00_0
62125,3_00_0
32846,4_00_0
24972,3_b7_1
44354,2_a5_2
30975,3_00_0
40051,6_00_0
59282,4_00_0
22415,3_b3_1
31787,5_b8_1
20782,5_b8_1
27105,3_00_0
43937,5_b7_1
18480,3_00_0
31595,6_00_0
55547,6_00_0
43860,4_00_0
33590,2_00_0
45081,4_00_0
39321,3_00_0
27382,1_00_0
49729,3_00_0
25876,5_a7_2
56152,6_00_0
38781,3_00_0
59772,3_00_0
67636,3_b6_1
54851,1_00_0
32785,5_00_0
20643,4_00_0
54119,6_b5_1
48462,1_00_0
21537,3_a9_3
25166,5_b6_1
41972,6_00_0
52568,6_a12_2
12357,1_00_0
28257,4_00_0
43755,6_00_0
63683,6_00_0
46942,1_00_0
24899,3_00_0
28634,6_00_0
49549,1_00_0
48689,2_00_0
19414,3_00_0
36883,1_00_0
35094,6_00_0
24795,1_00_0
23252,2_a5_2
57079,3_b6_1
53971,5_b8_1
63737,3_a9_3
44764,1_00_0
59808,4_00_0
50151,4_00_0
19648,4_00_0
30557,3_00_0
44174,4_00_0
43076,4_00_0
10513,1_00_0
36579,4_00_0
40717,3_b3_1
66541,6_00_0
16938,6_00_0
12179,1_00_0
20431,1_00_0
36990,5_b8_1
57563,4_00_0
46113,1_00_0
41539,5_b7_1
43778,4_00_0
46077,3_b3_1
65690,6_00_0
27176,5_00_0
54669,3_b8_1
66082,4_00_0
52810,1_00_0
62016,5_b7_1
64927,3_00_0
14895,1_00_0
32935,4_00_0
48443,2_a5_2
22352,2_00_0
10418,6_00_0
40372,1_00_0
62141,3_00_0
14518,3_b8_1
16266,4_00_0
20749,6_00_0
43331,1_00_0
48349,3_00_0
48811,3_b3_1
66579,5_b8_1
61363,5_00_0
38239,5_a7_2
60617,3_a9_2
30922,1_00_0
14814,6_a12_2
53429,4_00_0
62112,4_00_0
48328,4_00_0
55108,6_00_0
57706,2_a5_2
64567,3_b3_1
60548,4_00_0
41519,3_00_0
10304,3_00_0
12982,3_a9_3
23843,2_00_0
28612,1_00_0
62371,3_00_0
36936,4_00_0
46645,6_00_0
11138,2_a5_2
48784,3_00_0
16115,3_a9_1
29788,3_00_0
50531,4_00_0
22707,6_00_0
14568,3_00_0
37893,4_00_0
60468,3_a9_1
43917,6_00_0
22887,4_00_0
12203,6_00_0
31500,1_00_0
13932,1_00_0
26602,1_00_0
62974,1_00_0
16225,6_00_0
29450,2_a5_2
51671,6_a12_2
33451,3_00_0
15738,3_00_0
46141,3_00_0
22860,3_00_0
55155,6_00_0
64523,5_b8_1
43470,3_00_0
50146,3_00_0
55527,1_00_0
30992,3_b7_1
52682,6_00_0
23358,3_00_0
50798,5_b8_1
28375,1_00_0
40521,3_00_0
55479,2_00_0
44542,4_00_0
59945,4_00_0
16269,6_00_0
28735,6_00_0
38148,4_00_0
66918,5_a7_2
16469,3_a9_2
64503,5_b6_1
26962,3_00_0
38938,6_00_0
26887,4_00_0
59123,6_00_0
32607,6_00_0
13848,3_00_0
19801,3_00_0
22096,6_b4_1
13726,4_00_0
56734,4_00_0
12838,4_00_0
56238,3_00_0
41365,6_b5_1
63347,4_00_0
63553,1_00_0
10365,3_b7_1
14419,4_00_0
42656,3_00_0
46724,3_00_0
39422,3_00_0
53184,3_00_0
19712,4_00_0
55730,3_b3_1
59332,6_00_0
46613,6_a11_2
55101,6_00_0
29100,6_00_0
14093,3_b3_1
43045,3_00_0
34122,6_00_0
18724,3_00_0
57400,3_b6_1
29942,3_b6_1
61245,3_00_0
34967,2_a5_2
46243,6_00_0
47025,6_00_0
58424,3_00_0
10677,3_00_0
45046,3_b7_1
47905,5_b7_1
15362,4_00_0
36978,4_00_0
59635,5_b8_1
37991,3_00_0
60074,4_00_0
43108,6_00_0
29969,2_00_0
65429,3_b7_1
31723,3_00_0
57722,5_00_0
44970,3_00_0
32629,3_b3_1
45157,6_00_0
37009,4_00_0
62850,6_00_0
41204,5_b6_1
27233,3_b7_1
54716,1_00_0
41354,4_00_0
19496,3_00_0
33040,2_a5_2
62960,1_00_0
62028,5_b6_1
16427,3_00_0
42711,3_00_0
52254,3_00_0
62924,1_00_0
26798,4_00_0
12504,3_b3_1
11738,6_00_0
16075,6_00_0
13794,4_00_0
47332,5_b6_1
55264,6_00_0
52967,1_00_0
40518,6_00_0
49623,6_00_0
57864,3_00_0
23860,4_00_0
66202,3_b7_1
54040,6_00_0
19262,5_b7_1
52970,4_00_0
67524,5_a7_2
44688,3_a9_3
55507,3_b3_1
19189,5_b7_1
34579,3_00_0
10983,6_00_0
18697,3_00_0
56570,6_b4_3
14275,5_b7_1
60529,3_a9_3
47138,3_00_0
16821,3_a9_2
57876,3_00_0
21886,1_00_0
29886,3_b6_1
65424,6_00_0
21830,3_00_0
63839,5_b6_1
57030,6_00_0
47741,1_00_0
38306,3_a9_2
34491,6_a12_2
44565,6_00_0
37018,1_00_0
11951,3_a9_1
66178,3_00_0
49227,2_00_0
29995,4_00_0
49558,3_00_0
41786,4_00_0
60681,6_00_0
66997,1_00_0
39475,6_00_0
35475,6_00_0
34045,4_00_0
16423,3_00_0
64289,4_00_0
36732,6_00_0
15572,3_b8_1
28182,5_a7_2
53434,3_b8_1
58724,3_b8_1
33680,3_00_0
13691,5_b6_1
18110,2_a5_2
54204,2_a5_2
49018,3_00_0
62866,6_a11_1
20978,2_a5_2
20452,4_00_0
40049,6_00_0
22924,3_00_0
61571,1_00_0
39988,6_00_0
13300,1_00_0
57380,3_00_0
46914,5_b7_1
42217,5_b7_1
41881,4_00_0
49388,1_00_0
38249,3_00_0
37033,4_00_0
19697,6_a11_1
11482,3_00_0
42795,3_00_0
45131,6_00_0
35478,5_b6_1
25928,3_00_0
40097,5_b7_1
49289,3_00_0
17580,3_00_0
32716,4_00_0
28326,4_00_0
21867,4_00_0
39764,6_00_0
52618,4_00_0
52473,3_b8_1
12225,1_00_0
16186,3_00_0
46695,6_00_0
17251,3_00_0
26456,5_b7_1
47552,3_00_0
29540,3_00_0
35443,5_b7_1
25437,5_a7_2
24633,4_00_0
44061,3_a9_1
32377,3_a9_1
43460,5_b6_1
16845,3_00_0
64603,6_a11_2
46611,1_00_0
14438,3_00_0
47596,3_00_0
40339,1_00_0
51410,5_b8_1
22006,1_00_0
11233,3_b7_1
14669,3_00_0
34737,4_00_0
33873,6_00_0
19989,5_b8_1
41423,3_b3_1
11618,6_00_0
48298,5_b8_1
67376,3_b6_1
35722,6_00_0
40720,3_00_0
20609,3_00_0
43050,3_00_0
53412,3_a9_1
16362,2_a5_2
54515,3_b7_1
59242,4_00_0
59898,3_00_0
62094,4_00_0
40865,3_00_0
16776,3_00_0
59509,3_00_0
51807,4_00_0
21419,1_00_0
49845,3_b8_1
24616,6_00_0
37506,3_a9_2
54490,6_00_0
59875,6_b5_1
55213,3_00_0
53322,6_00_0
17427,3_b6_1
50959,6_00_0
67595,5_a7_2
32469,1_00_0
58820,1_00_0
60046,4_00_0
43605,4_00_0
42974,2_00_0
63797,4_00_0
56962,3_00_0
63608,4_00_0
15427,4_00_0
13863,3_00_0
19667,3_00_0
57783,3_00_0
10847,1_00_0
13454,5_00_0
62373,2_a5_2
12290,3_00_0
27990,1_00_0
48187,4_00_0
34289,3_a9_1
30587,3_b8_1
34432,6_00_0
19580,1_00_0
54714,1_00_0
24804,3_00_0
49274,6_00_0
41510,3_00_0
28435,6_00_0
66111,6_00_0
34838,3_00_0
39396,3_00_0
32173,3_00_0
23443,1_00_0
51450,3_b8_1
53819,6_00_0
22646,1_00_0
33506,4_00_0
58880,6_00_0
20824,5_00_0
54247,3_00_0
48392,5_b8_1
26586,4_00_0
62835,1_00_0
25912,3_00_0
26464,5_b7_1
13231,4_00_0
54448,3_b3_1
67574,5_a7_2
26260,4_00_0
24373,6_00_0
62093,3_a9_1
15201,6_a11_1
63482,4_00_0
53563,3_00_0
55459,1_00_0
38941,3_b3_1
66302,5_b6_1
61611,2_a5_2
50378,6_b4_3
47152,3_00_0
67239,3_b3_1
25102,3_00_0
59435,3_00_0
45893,4_00_0
18683,5_b7_1
36105,4_00_0
54880,6_b5_1
19362,3_00_0
60009,3_00_0
18910,1_00_0
66659,6_00_0
67592,4_00_0
44832,6_00_0
43587,3_00_0
49737,1_00_0
11804,3_00_0
11198,3_a9_1
41041,1_00_0
57596,3_00_0
66869,5_b8_1
60544,1_00_0
25721,5_a7_2
22483,3_00_0
25640,3_a9_1
61612,6_00_0
18063,6_00_0
10238,3_b3_1
63330,3_b7_1
24820,4_00_0
63488,1_00_0
45422,4_00_0
54904,4_00_0
41596,4_00_0
62718,3_b3_1
32791,1_00_0
62554,6_00_0
16729,3_a9_3
13210,3_b8_1
48887,3_00_0
41456,1_00_0
38074,5_b8_1
65965,4_00_0
54540,3_00_0
59451,3_a9_2
24095,6_00_0
15767,3_a9_2
32460,6_00_0
52156,6_00_0
39938,1_00_0
51518,6_00_0
50666,3_00_0
23458,2_a5_2
56537,2_a5_2
61405,4_00_0
26143,3_00_0
48508,6_00_0
55732,1_00_0
12253,2_00_0
63631,3_00_0
29077,5_b8_1
15368,3_b6_1
61683,2_a5_2
54653,3_b7_1
62969,3_b6_1
57023,3_00_0
32542,4_00_0
24189,3_b8_1
15245,1_00_0
56736,3_a9_3
47768,4_00_0
12164,6_00_0
21670,1_00_0
39145,3_00_0
57806,6_00_0
18185,1_00_0
48037,6_00_0
13143,6_00_0
52515,4_00_0
20863,1_00_0
15742,3_b6_1
59937,5_00_0
12085,3_b6_1
34147,3_00_0
64453,6_00_0
66395,3_00_0
39317,3_b8_1
14445,4_00_0
57537,3_00_0
27934,3_00_0
67414,6_00_0
13071,1_00_0
56925,4_00_0
63658,3_00_0
20610,3_b3_1
56705,4_00_0
46663,4_00_0
12589,3_00_0
23812,4_00_0
33314,6_00_0
15596,6_00_0
11995,1_00_0
61953,1_00_0
64777,3_00_0
41534,4_00_0
30784,3_a9_2
49685,5_b6_1
25408,1_00_0
11759,5_b6_1
26237,2_a5_2
65382,6_00_0
10652,3_b7_1
22285,6_00_0
66972,6_00_0
62700,5_b6_1
45824,3_00_0
43987,1_00_0
37655,3_00_0
46147,5_b8_1
63540,4_00_0
63832,4_00_0
56390,1_00_0
67633,1_00_0
40604,2_00_0
53504,4_00_0
24948,3_00_0
17368,1_00_0
16138,4_00_0
39069,3_00_0
65789,3_00_0
26252,3_a9_3
21167,1_00_0
55750,2_a5_2
46170,4_00_0
52582,1_00_0
16238,6_00_0
18064,5_a7_2
45011,6_00_0
33707,3_b6_1
33828,3_00_0
34265,6_00_0
23042,6_00_0
21874,4_00_0
29954,6_00_0
65256,4_00_0
50805,3_a9_3
39439,1_00_0
50456,1_00_0
15880,6_00_0
10612,6_00_0
35118,6_00_0
28237,1_00_0
30794,4_00_0
20359,4_00_0
53726,1_00_0
66030,6_b4_1
21730,2_00_0
64935,4_00_0
43819,5_b6_1
40171,3_00_0
41398,5_b7_1
19211,6_00_0
24903,1_00_0
18804,1_00_0
35853,3_00_0
57171,3_00_0
37381,3_b6_1
34272,1_00_0
48604,1_00_0
20624,3_b6_1
62640,3_00_0
61917,6_00_0
67138,1_00_0
66173,1_00_0
22480,4_00_0
18094,4_00_0
65826,5_b6_1
31611,5_a7_2
47026,4_00_0
15909,1_00_0
21552,3_00_0
48871,3_00_0
27231,3_b3_1
54644,3_00_0
24481,3_00_0
20457,3_a9_3
20965,5_b8_1
41857,4_00_0
58698,6_00_0
35043,6_00_0
20563,6_00_0
25168,3_b8_1
43497,2_a5_2
31812,2_a5_2
35515,5_b8_1
10764,3_b6_1
16298,4_00_0
35559,3_b7_1
39355,3_a9_2
19162,1_00_0
11443,3_00_0
15416,4_00_0
18696,6_00_0
51799,3_a9_1
66008,4_00_0
28437,5_a7_2
64030,3_00_0
49981,2_00_0
53768,4_00_0
16234,4_00_0
61006,1_00_0
18459,3_00_0
32291,3_00_0
25322,1_00_0
55481,4_00_0
37566,4_00_0
27945,3_a9_1
39840,3_b7_1
19868,1_00_0
32998,4_00_0
33841,3_00_0
53801,3_a9_1
67499,2_00_0
36524,5_b8_1
13828,3_b3_1
53472,6_00_0
64655,3_a9_1
54037,1_00_0
41310,3_00_0
36751,1_00_0
59126,3_b8_1
31913,3_b3_1
56165,4_00_0
66729,6_a12_2
22761,6_00_0
14358,5_a7_2
36093,6_a11_1
40596,2_a5_2
19019,1_00_0
13599,6_00_0
63423,4_00_0
17849,2_a5_2
19906,3_b7_1
42652,3_00_0
31103,6_00_0
40076,3_00_0
19165,4_00_0
39986,3_00_0
41832,2_a5_2
31849,3_a9_1
33188,3_a9_1
60665,6_00_0
19560,3_00_0
50101,4_00_0
26151,3_00_0
48340,1_00_0
61190,6_a11_1
63337,3_00_0
13741,4_00_0
66101,5_b6_1
62741,4_00_0
14702,5_00_0
35493,2_00_0
49644,4_00_0
59518,1_00_0
13761,2_a5_2
56855,4_00_0
46142,6_00_0
33055,1_00_0
48620,2_a5_2
41290,6_00_0
36659,2_00_0
32241,3_00_0
35517,3_b3_1
55724,6_00_0
61684,3_00_0
26042,3_00_0
36208,3_a9_1
28905,4_00_0
64539,1_00_0
57482,6_a11_1
47860,3_00_0
58276,6_00_0
24313,6_00_0
62204,6_00_0
50946,1_00_0
10124,1_00_0
26443,4_00_0
26756,6_a11_1
24126,4_00_0
32112,3_00_0
25068,2_a5_2
50536,5_b8_1
25670,1_00_0
56937,1_00_0
10862,1_00_0
57328,2_a5_2
26413,3_b3_1
30247,2_a5_2
25860,2_00_0
13698,3_b8_1
25685,4_00_0
27586,4_00_0
55740,3_a9_2
56044,3_00_0
20807,1_00_0
36141,2_a5_2
30051,6_00_0
44353,1_00_0
55502,6_00_0
52774,3_b3_1
30945,1_00_0
13224,6_a11_1
25266,3_a9_2
57493,3_00_0
33689,6_00_0
11942,4_00_0
12598,1_00_0
16609,3_b8_1
59866,3_a9_2
66563,4_00_0
29071,5_b7_1
19551,4_00_0
13488,4_00_0
25177,3_00_0
47581,6_00_0
66661,3_00_0
14236,6_00_0
47160,6_00_0
26202,6_00_0
56433,5_b6_1
43529,3_00_0
27195,3_a9_1
34775,3_a9_2
53416,1_00_0
53006,3_00_0
35150,4_00_0
64099,4_00_0
26514,3_00_0
43765,6_00_0
43801,3_b8_1
19492,3_b8_1
65408,2_00_0
37394,1_00_0
48893,3_a9_1
62881,1_00_0
66401,3_00_0
46024,4_00_0
16626,4_00_0
23428,4_00_0
41733,6_00_0
10226,3_00_0
16523,5_b6_1
11409,1_00_0
28629,5_b6_1
59256,4_00_0
22976,4_00_0
53087,6_00_0
52391,3_00_0
22964,4_00_0
49884,2_00_0
60062,6_a12_2
58950,3_00_0
62890,6_00_0
28332,3_00_0
55335,5_b8_1
56242,3_a9_1
21655,3_00_0
19682,6_00_0
36849,3_b7_1
63830,1_00_0
47934,4_00_0
66503,2_a5_2
10693,2_a5_2
65968,4_00_0
15367,6_00_0
43224,3_b6_1
22497,2_a5_2
15071,3_b3_1
19777,6_00_0
27556,5_00_0
52496,5_b6_1
15273,5_b8_1
19722,3_b3_1
12197,3_a9_1
13051,6_00_0
67548,3_b7_1
24198,1_00_0
65083,3_00_0
12010,6_00_0
57716,3_00_0
26001,5_00_0
66086,3_a9_1
22971,1_00_0
44802,4_00_0
55564,6_00_0
67382,5_b7_1
42107,3_b3_1
62721,6_00_0
64546,3_00_0
59645,5_b6_1
17247,5_b8_1
32349,3_00_0
56472,5_b7_1
31101,3_00_0
58614,3_a9_1
15718,1_00_0
48465,3_00_0
64585,3_b6_1
65779,3_00_0
45767,3_b3_1
27315,3_b7_1
15681,3_00_0
32161,5_a7_2
53632,4_00_0
61730,2_a5_2
16947,5_b6_1
34927,1_00_0
55344,3_b7_1
18441,3_00_0
41370,5_a7_2
17428,3_b3_1
10462,3_a9_2
62662,5_b7_1
35134,6_00_0
62515,5_b8_1
26099,2_00_0
59319,2_00_0
52206,1_00_0
62074,4_00_0
64324,1_00_0
64549,3_00_0
15218,5_a7_2
44592,6_b4_3
62340,4_00_0
42124,5_a7_2
25402,3_b8_1
58403,2_00_0
67421,5_b7_1
31442,3_b8_1
53751,5_b7_1
11655,2_a5_2
11526,5_b8_1
44338,1_00_0
30964,6_00_0
42360,4_00_0
39600,1_00_0
13242,6_00_0
48527,3_00_0
20714,4_00_0
56890,3_00_0
51428,4_00_0
29727,4_00_0
54377,5_a7_2
12817,6_00_0
49750,3_00_0
38335,4_00_0
48151,1_00_0
10850,6_00_0
18418,3_a9_1
58025,6_00_0
59303,3_00_0
28921,2_a5_2
45587,6_00_0
17785,3_b3_1
28078,3_00_0
61513,6_a11_1
62450,3_b3_1
19371,6_00_0
47742,1_00_0
10519,2_00_0
13320,3_b3_1
33898,4_00_0
52470,2_a5_2
45452,4_00_0
51253,6_00_0
22509,3_a9_1
12536,3_00_0
35906,3_00_0
50138,2_a5_2
28480,6_00_0
33537,6_00_0
47619,4_00_0
59310,3_a9_1
51590,5_b7_1
12905,1_00_0
31976,1_00_0
23520,1_00_0
57419,3_b7_1
54772,4_00_0
45099,3_00_0
10224,1_00_0
30255,5_a7_2
57738,3_00_0
39704,6_00_0
56363,3_00_0
22988,6_a12_1
17080,1_00_0
42982,3_b8_1
15633,3_b3_1
37541,4_00_0
32926,3_b3_1
19242,5_a7_2
46931,6_00_0
58257,3_00_0
52093,4_00_0
59362,3_b6_1
10828,4_00_0
13289,1_00_0
64955,5_b7_1
29888,3_b6_1
36713,4_00_0
51482,3_b3_1
42775,4_00_0
42287,3_00_0
55277,1_00_0
19605,1_00_0
29696,2_a5_2
22139,1_00_0
64528,1_00_0
10369,6_00_0
24717,1_00_0
49020,6_00_0
41031,6_a12_2
33502,6_00_0
21804,4_00_0
14248,1_00_0
32827,4_00_0
26188,3_00_0
33109,2_a5_2
14291,3_00_0
59448,1_00_0
42371,6_00_0
22206,4_00_0
12283,3_00_0
10173,3_b3_1
38906,3_00_0
35546,5_b8_1
54641,4_00_0
37658,1_00_0
65281,3_00_0
46806,3_00_0
44839,3_b8_1
55361,4_00_0
36092,4_00_0
33039,4_00_0
33320,5_b7_1
64247,1_00_0
58890,3_b3_1
18958,4_00_0
22892,1_00_0
61988,3_00_0
39194,3_a9_1
40045,3_b7_1
58720,6_00_0
31953,3_a9_1
62206,4_00_0
47451,1_00_0
50402,4_00_0
51700,4_00_0
17681,6_00_0
15141,4_00_0
27686,2_a5_2
41278,1_00_0
67580,3_00_0
22307,5_b6_1
29762,5_b7_1
40490,6_00_0
43723,6_00_0
63805,3_b3_1
26978,1_00_0
38083,3_00_0
60896,4_00_0
20015,3_00_0
31150,3_00_0
65324,2_a5_2
22959,3_b7_1
21979,3_b3_1
21801,5_b6_1
62413,1_00_0
28184,3_00_0
44693,5_a7_2
46397,3_b8_1
43252,6_b4_3
12519,6_00_0
58211,3_00_0
64594,3_b7_1
50788,6_a11_1
55906,4_00_0
20326,6_00_0
30948,4_00_0
53025,6_00_0
22026,1_00_0
18204,3_00_0
47717,5_b8_1
45969,6_00_0
12576,3_00_0
39183,3_00_0
66806,1_00_0
27464,3_b7_1
16267,6_b5_1
19905,3_b8_1
22262,3_b7_1
50983,6_00_0
22935,6_00_0
41207,4_00_0
11492,5_b8_1
14876,1_00_0
24143,3_00_0
29618,3_b3_1
33662,2_a5_2
15014,2_00_0
19527,3_00_0
46501,6_00_0
26538,1_00_0
11785,1_00_0
54430,5_a7_2
61909,3_00_0
32527,3_00_0
18753,3_b3_1
23479,3_a9_2
64330,4_00_0
17579,2_00_0
15663,3_a9_1
14495,6_a11_1
41123,4_00_0
34653,3_a9_1
10027,3_b7_1
45980,5_a7_2
48545,3_00_0
52486,5_00_0
18741,4_00_0
61508,1_00_0
30829,5_b8_1
60627,3_a9_1
66397,6_00_0
39405,1_00_0
45375,3_b6_1
65835,3_00_0
63831,6_a11_2
13135,5_b6_1
57314,1_00_0
44260,3_00_0
50651,5_00_0
62333,2_00_0
59796,1_00_0
30546,3_00_0
57770,6_00_0
12185,2_a5_2
52800,2_a5_2
16437,1_00_0
22823,6_00_0
27141,1_00_0
13069,3_00_0
52146,5_b7_1
41797,2_a5_2
12276,3_00_0
23721,3_b7_1
55710,1_00_0
34068,3_00_0
22600,3_00_0
53310,3_b8_1
35379,3_00_0
28520,3_a9_2
59313,5_b8_1
66146,1_00_0
40278,1_00_0
30071,6_00_0
32812,4_00_0
32165,4_00_0
37760,5_00_0
49490,4_00_0
50139,3_b6_1
55626,3_b6_1
46795,2_00_0
26499,1_00_0
10525,3_00_0
49922,6_00_0
12655,5_b6_1
65014,6_00_0
20946,3_00_0
12448,5_b7_1
25644,5_b8_1
39597,3_b7_1
15702,5_b7_1
32849,3_00_0
19769,4_00_0
61416,3_b3_1
47989,3_00_0
41293,3_00_0
52554,3_00_0
46604,1_00_0
48728,4_00_0
56647,4_00_0
50476,3_00_0
25614,3_b8_1
56893,3_a9_1
44562,4_00_0
14369,3_b6_1
28183,1_00_0
15109,6_00_0
27229,6_00_0
65589,5_b8_1
29960,6_00_0
13748,3_00_0
38360,4_00_0
28699,6_a11_1
35425,1_00_0
30760,6_00_0
37511,1_00_0
46235,3_a9_2
33082,5_b7_1
23610,3_00_0
20513,1_00_0
28567,3_00_0
55251,3_a9_1
65359,4_00_0
10653,1_00_0
38879,3_00_0
15709,6_00_0
35080,2_a5_2
39947,3_00_0
55450,4_00_0
45180,4_00_0
58849,1_00_0
40958,6_00_0
29989,6_00_0
35220,1_00_0
15295,4_00_0
58255,1_00_0
67243,3_00_0
16335,4_00_0
59933,6_b4_3
50005,3_a9_2
36350,2_a5_2
35359,3_b8_1
20664,1_00_0
20678,4_00_0
13196,3_00_0
19942,1_00_0
47179,4_00_0
34890,3_b3_1
31334,1_00_0
37735,5_a7_2
44001,6_00_0
33478,3_a9_3
39407,3_a9_2
16315,3_00_0
19680,1_00_0
48081,2_a5_2
14507,6_00_0
31072,1_00_0
57335,6_b4_3
