image,label
56351,6_00_0
52283,6_00_0
33109,2_a5_2
62508,1_00_0
48654,6_00_0
56457,3_00_0
29461,5_b7_1
39988,6_00_0
53740,1_00_0
50474,3_00_0
61604,4_00_0
26391,6_00_0
10764,3_b6_1
54530,6_00_0
46832,3_00_0
22207,2_a5_2
29939,4_00_0
21011,1_00_0
35831,1_00_0
59645,5_b6_1
47775,3_00_0
49274,6_00_0
51380,6_00_0
27362,3_a9_1
26446,3_a9_1
63897,3_00_0
61444,1_00_0
24061,4_00_0
64464,3_00_0
19340,6_00_0
34617,3_b8_1
48457,6_00_0
45496,3_00_0
16643,3_b6_1
54866,4_00_0
46729,1_00_0
26887,4_00_0
19551,4_00_0
42060,6_a12_1
33595,3_00_0
46795,2_00_0
24561,3_00_0
12696,3_00_0
56081,5_b7_1
60652,3_b3_1
65510,1_00_0
55282,6_00_0
11978,3_00_0
65733,6_00_0
13719,3_b8_1
30422,4_00_0
15846,4_00_0
33827,4_00_0
29888,3_b6_1
34995,1_00_0
52944,3_00_0
11409,1_00_0
27586,4_00_0
17681,6_00_0
26120,1_00_0
37443,5_b7_1
33809,6_00_0
43684,3_00_0
29116,3_00_0
46961,2_a5_2
37543,4_00_0
41093,1_00_0
66323,6_00_0
43295,5_00_0
39864,2_00_0
43574,3_00_0
32639,3_00_0
39145,3_00_0
60974,4_00_0
61363,5_00_0
39172,3_00_0
29006,5_00_0
32706,1_00_0
24196,6_00_0
25782,3_00_0
26756,6_a11_1
36639,3_00_0
33518,1_00_0
33322,3_00_0
25846,6_a11_1
62373,2_a5_2
24129,3_b7_1
23325,4_00_0
35663,4_00_0
51461,6_00_0
60855,3_00_0
56629,3_00_0
56544,3_00_0
67534,3_b3_1
21440,3_00_0
18672,3_a9_1
24958,4_00_0
18633,6_00_0
48248,5_b8_1
59319,2_00_0
16080,3_00_0
62683,1_00_0
52163,5_b6_1
20782,5_b8_1
40205,5_00_0
28489,4_00_0
33974,6_00_0
49235,6_00_0
59406,6_00_0
61988,3_00_0
11618,6_00_0
17638,1_00_0
10879,3_00_0
60047,2_a5_2
66348,3_b8_1
16437,1_00_0
60226,3_00_0
46383,3_00_0
41705,1_00_0
41365,6_b5_1
29311,5_b6_1
16531,4_00_0
60843,5_b8_1
50149,3_00_0
29040,4_00_0
20089,4_00_0
55455,3_00_0
16556,6_00_0
20963,3_b3_1
26032,5_a7_2
51500,3_00_0
28080,6_00_0
60800,4_00_0
58822,6_00_0
57334,6_00_0
64906,3_00_0
20793,3_00_0
41276,1_00_0
62118,5_b7_1
28690,4_00_0
11738,6_00_0
28748,4_00_0
12655,5_b6_1
23812,4_00_0
53632,4_00_0
53396,3_00_0
10813,3_00_0
19710,4_00_0
18119,1_00_0
60473,3_00_0
14445,4_00_0
66111,6_00_0
11997,3_00_0
11715,3_b7_1
56572,5_b8_1
10263,5_b6_1
17187,5_b6_1
56574,4_00_0
67595,5_a7_2
25807,5_b8_1
51291,3_00_0
64441,3_00_0
23767,4_00_0
51966,3_b8_1
63277,1_00_0
45760,3_00_0
55293,1_00_0
43801,3_b8_1
29995,4_00_0
21076,2_00_0
52540,3_00_0
25085,1_00_0
24717,1_00_0
67348,6_b4_1
62340,4_00_0
41786,4_00_0
30315,3_00_0
27963,6_00_0
37731,6_00_0
28330,4_00_0
38469,4_00_0
38904,3_00_0
26514,3_00_0
20015,3_00_0
63568,1_00_0
13193,3_00_0
32460,6_00_0
43723,6_00_0
15692,3_00_0
67120,1_00_0
45046,3_b7_1
16324,6_00_0
40756,3_00_0
14017,4_00_0
16045,4_00_0
15967,3_00_0
44758,6_00_0
52249,3_00_0
55847,3_b6_1
63130,6_00_0
35379,3_00_0
53726,1_00_0
38019,4_00_0
12827,3_b7_1
43223,1_00_0
61310,4_00_0
29722,5_b8_1
57019,4_00_0
61513,6_a11_1
48545,3_00_0
37473,2_00_0
66074,6_00_0
56648,3_00_0
45791,3_a9_3
62372,4_00_0
25988,2_00_0
31322,3_b3_1
46449,2_00_0
49764,1_00_0
20011,5_b7_1
52535,3_00_0
52038,3_00_0
33190,1_00_0
62893,1_00_0
48840,3_00_0
50531,4_00_0
52357,3_a9_3
17326,3_00_0
16626,4_00_0
35220,1_00_0
50378,6_b4_3
49975,6_00_0
58146,3_a9_1
62554,6_00_0
22101,5_b7_1
50278,5_b7_1
14369,3_b6_1
19516,4_00_0
65725,3_00_0
25674,3_b6_1
41354,4_00_0
11556,3_b3_1
56647,4_00_0
15802,3_00_0
58291,5_b8_1
28120,1_00_0
32549,6_00_0
30472,4_00_0
49290,3_a9_2
33978,3_b6_1
24337,1_00_0
55394,6_00_0
13693,4_00_0
50225,6_00_0
42494,1_00_0
41623,6_00_0
37004,4_00_0
41078,6_00_0
61029,3_00_0
50067,5_a7_2
40051,6_00_0
61515,3_00_0
52761,6_00_0
19093,4_00_0
16523,5_b6_1
28390,3_b3_1
34549,3_00_0
53152,5_b7_1
61660,1_00_0
46611,1_00_0
21107,3_00_0
18185,1_00_0
37424,1_00_0
59337,3_b8_1
27472,3_00_0
60042,3_b3_1
18441,3_00_0
41249,1_00_0
57399,1_00_0
11492,5_b8_1
42164,3_00_0
65008,1_00_0
20404,3_00_0
55804,3_00_0
11225,2_a5_2
48452,5_b6_1
30731,3_b8_1
46891,1_00_0
25948,3_b6_1
40768,3_b6_1
52146,5_b7_1
53950,5_b8_1
22623,3_00_0
48208,4_00_0
40365,3_00_0
35880,6_00_0
50753,3_b3_1
62618,4_00_0
57996,3_b8_1
65010,6_00_0
59011,3_b3_1
64150,4_00_0
57844,3_00_0
24616,6_00_0
26962,3_00_0
59126,3_b8_1
29809,5_b8_1
17247,5_b8_1
38935,5_b6_1
25994,2_a5_2
33355,3_00_0
39044,4_00_0
17579,2_00_0
36208,3_a9_1
21265,1_00_0
12838,4_00_0
62940,1_00_0
64935,4_00_0
44760,5_b6_1
51590,5_b7_1
45422,4_00_0
34550,2_00_0
31962,3_b8_1
55493,3_00_0
30879,6_00_0
28237,1_00_0
19111,1_00_0
43020,4_00_0
28735,6_00_0
12448,5_b7_1
57764,6_00_0
39504,1_00_0
45310,1_00_0
65083,3_00_0
56207,5_b7_1
54137,6_00_0
55530,3_00_0
51630,4_00_0
64408,2_a5_2
35230,6_a11_1
55130,6_00_0
34967,2_a5_2
17451,2_a5_2
16138,4_00_0
19680,1_00_0
15097,3_00_0
57302,4_00_0
54162,3_00_0
19275,3_a9_3
22959,3_b7_1
34714,3_00_0
33680,3_00_0
19777,6_00_0
58148,6_00_0
28228,4_00_0
10677,3_00_0
65957,3_a9_1
63540,4_00_0
66149,6_00_0
24518,2_00_0
20283,4_00_0
32710,3_a9_2
12294,5_b6_1
62955,1_00_0
19414,3_00_0
25487,3_a9_2
31072,1_00_0
45163,2_a5_2
41557,3_00_0
19453,6_00_0
15905,3_00_0
33040,2_a5_2
62478,6_00_0
15598,4_00_0
55748,3_00_0
43224,3_b6_1
54449,6_00_0
12712,2_00_0
12010,6_00_0
60864,3_00_0
63016,5_b6_1
37220,6_00_0
61622,3_a9_1
67592,4_00_0
26151,3_00_0
14490,3_00_0
48516,4_00_0
22908,3_b8_1
65613,6_00_0
58232,6_a12_2
47784,3_00_0
10862,1_00_0
19964,3_00_0
48595,2_00_0
22036,5_00_0
12817,6_00_0
33369,2_a5_2
14168,1_00_0
31647,3_00_0
54851,1_00_0
46170,4_00_0
57090,5_b8_1
15519,5_b8_1
56069,5_00_0
18910,1_00_0
23570,2_00_0
37257,3_a9_1
34626,4_00_0
14585,3_00_0
61817,3_00_0
41809,1_00_0
34188,3_b7_1
29760,3_00_0
20298,4_00_0
38677,6_00_0
32173,3_00_0
32893,3_b7_1
37971,5_b8_1
13135,5_b6_1
43418,6_a11_1
16108,5_b6_1
61800,2_a5_2
40104,2_00_0
16291,3_00_0
19238,3_b6_1
23784,6_00_0
48893,3_a9_1
38146,6_00_0
38974,4_00_0
62974,1_00_0
20291,2_00_0
11364,4_00_0
23927,3_00_0
63949,4_00_0
18109,1_00_0
14669,3_00_0
39422,3_00_0
64927,3_00_0
15218,5_a7_2
36449,5_a7_2
16757,1_00_0
33930,2_a5_2
24534,3_b6_1
53045,6_00_0
65030,3_b3_1
15384,4_00_0
47538,3_b8_1
25713,5_00_0
66902,4_00_0
33731,4_00_0
57645,4_00_0
38625,3_a9_1
50056,3_00_0
48871,3_00_0
11648,1_00_0
39938,1_00_0
58350,3_00_0
20965,5_b8_1
58235,5_b7_1
59666,4_00_0
23742,3_00_0
26777,3_a9_1
14518,3_b8_1
45929,3_00_0
36780,3_b8_1
22799,6_00_0
16764,6_00_0
64955,5_b7_1
19178,1_00_0
40717,3_b3_1
16729,3_a9_3
21347,4_00_0
15624,2_a5_2
44600,5_b7_1
17401,3_00_0
43625,4_00_0
27476,1_00_0
44490,4_00_0
10124,1_00_0
65694,2_00_0
23863,6_a12_2
27837,4_00_0
37216,3_a9_2
19942,1_00_0
42213,2_00_0
49412,2_00_0
23649,1_00_0
30794,4_00_0
30211,5_b8_1
41423,3_b3_1
15582,3_b6_1
16652,1_00_0
33082,5_b7_1
29667,3_b3_1
64816,1_00_0
26188,3_00_0
15873,3_00_0
47346,5_b7_1
28567,3_00_0
50572,2_a5_2
23458,2_a5_2
62450,3_b3_1
42287,3_00_0
47234,4_00_0
58014,6_00_0
61774,1_00_0
15765,1_00_0
10738,4_00_0
64043,3_00_0
53305,3_00_0
10345,1_00_0
52609,5_b7_1
17303,5_b6_1
31069,1_00_0
11773,3_00_0
46562,3_b3_1
58245,4_00_0
22879,4_00_0
56618,3_00_0
42443,1_00_0
58045,3_00_0
35515,5_b8_1
33666,3_b7_1
40112,4_00_0
17427,3_b6_1
49962,3_00_0
29120,4_00_0
12055,1_00_0
20638,1_00_0
49245,5_00_0
61769,5_b7_1
32879,3_a9_1
55297,1_00_0
12446,3_00_0
57289,3_00_0
46235,3_a9_2
13698,3_b8_1
62627,2_a5_2
48527,3_00_0
54681,6_00_0
18391,3_a9_1
14358,5_a7_2
42261,3_00_0
65961,6_00_0
66918,5_a7_2
65965,4_00_0
40311,3_00_0
16748,3_00_0
51716,3_a9_2
64998,5_b8_1
45837,4_00_0
21469,3_a9_2
47665,3_00_0
32295,3_b6_1
58470,3_00_0
18718,4_00_0
30698,1_00_0
41882,6_00_0
54448,3_b3_1
50164,3_b6_1
49737,1_00_0
51802,6_a11_1
20128,5_b8_1
44837,3_a9_2
32206,4_00_0
17569,3_00_0
15236,3_a9_1
21972,1_00_0
12591,3_00_0
66512,1_00_0
36818,5_b6_1
67310,6_00_0
33841,3_00_0
16269,6_00_0
17603,1_00_0
24436,1_00_0
57335,6_b4_3
63839,5_b6_1
36417,3_00_0
63815,5_b7_1
43529,3_00_0
43440,2_a5_2
28240,6_00_0
33445,1_00_0
44479,4_00_0
29450,2_a5_2
29577,2_00_0
62587,3_b3_1
49482,3_a9_1
23639,2_a5_2
15507,3_b3_1
57030,6_00_0
25819,3_00_0
12916,2_a5_2
44338,1_00_0
48623,2_a5_2
63737,3_a9_3
67553,3_a9_3
32220,3_b6_1
41556,4_00_0
59918,3_b7_1
32027,3_00_0
62960,1_00_0
12727,3_b3_1
32542,4_00_0
30642,3_b6_1
62375,6_00_0
51951,5_00_0
32003,1_00_0
22773,6_00_0
55564,6_00_0
38456,3_00_0
40381,3_b7_1
41217,1_00_0
55401,4_00_0
34684,5_b8_1
58211,3_00_0
21615,1_00_0
34417,4_00_0
22572,3_00_0
46645,6_00_0
44424,2_a5_2
21250,4_00_0
50651,5_00_0
36019,2_a5_2
30867,6_00_0
55459,1_00_0
31847,2_00_0
19900,1_00_0
29531,3_00_0
45962,3_b8_1
17370,3_b7_1
27899,3_00_0
66758,5_b7_1
44304,4_00_0
48998,3_b3_1
50234,6_00_0
12550,6_00_0
47596,3_00_0
37986,3_b7_1
55539,1_00_0
55689,3_00_0
11931,5_b6_1
21251,6_00_0
51490,5_b7_1
53803,3_a9_2
28829,4_00_0
29762,5_b7_1
25884,5_00_0
54360,4_00_0
11537,6_00_0
22004,3_00_0
10693,2_a5_2
26443,4_00_0
58880,6_00_0
23853,3_a9_2
51571,3_b6_1
46073,3_00_0
11314,5_a7_2
52562,3_00_0
48267,3_00_0
64421,6_00_0
61019,5_b7_1
39713,4_00_0
22858,6_b4_3
67647,2_a5_2
65724,3_00_0
44542,4_00_0
25408,1_00_0
26875,4_00_0
45090,5_b7_1
29130,3_00_0
42401,5_b8_1
55740,3_a9_2
64943,6_00_0
16238,6_00_0
24942,3_00_0
32035,6_00_0
61579,6_00_0
32499,2_a5_2
65043,3_a9_1
22926,4_00_0
19558,1_00_0
19868,1_00_0
42549,1_00_0
11777,3_b3_1
12422,6_00_0
43077,4_00_0
64970,3_b7_1
24487,3_00_0
39069,3_00_0
24481,3_00_0
29463,3_00_0
11045,4_00_0
50273,6_b4_1
19548,6_a11_2
31216,6_00_0
35269,1_00_0
39839,2_00_0
25096,2_a5_2
20968,1_00_0
24903,1_00_0
43460,5_b6_1
45951,6_00_0
53820,4_00_0
38574,3_00_0
19169,4_00_0
58375,2_a5_2
22415,3_b3_1
62080,5_b7_1
14164,6_00_0
17251,3_00_0
25640,3_a9_1
43929,6_a12_2
25730,2_a5_2
34056,3_00_0
64099,4_00_0
13018,1_00_0
31511,3_b3_1
47099,4_00_0
35932,1_00_0
21874,4_00_0
13820,6_00_0
37821,6_00_0
58166,2_00_0
63992,6_00_0
17918,3_a9_2
48669,3_00_0
60409,4_00_0
56174,4_00_0
18961,4_00_0
33043,3_b8_1
31263,1_00_0
16983,3_b7_1
51146,6_b4_1
24678,4_00_0
59957,6_a11_2
46054,4_00_0
55659,5_b6_1
35972,4_00_0
45081,4_00_0
65287,3_00_0
41344,5_b6_1
27120,6_00_0
59937,5_00_0
63887,3_a9_2
14722,4_00_0
56176,3_00_0
60046,4_00_0
29851,4_00_0
26234,6_00_0
64801,6_00_0
37192,3_a9_1
32791,1_00_0
62963,4_00_0
15245,1_00_0
45079,4_00_0
61271,3_b8_1
31951,3_00_0
39208,3_b6_1
54698,4_00_0
16455,1_00_0
40958,6_00_0
57580,3_00_0
63330,3_b7_1
45099,3_00_0
50398,3_a9_2
48774,3_b6_1
57783,3_00_0
13392,4_00_0
29218,6_00_0
47745,4_00_0
49589,6_00_0
48038,3_a9_1
28184,3_00_0
27612,4_00_0
52486,5_00_0
39572,3_b3_1
22742,6_a11_1
16675,6_00_0
52912,2_a5_2
17428,3_b3_1
52446,4_00_0
55511,5_b8_1
22993,1_00_0
33707,3_b6_1
52342,6_b4_1
35464,3_00_0
10192,5_b8_1
15842,6_00_0
54060,1_00_0
59875,6_b5_1
21038,5_b6_1
11350,5_b7_1
62676,4_00_0
43504,3_00_0
26411,6_00_0
22816,3_00_0
35516,6_b5_1
50210,3_00_0
31388,4_00_0
56575,6_b5_1
54370,3_00_0
19446,4_00_0
32363,3_00_0
10950,1_00_0
55870,3_a9_1
16113,3_00_0
54419,6_00_0
21804,4_00_0
27655,4_00_0
32843,6_00_0
12285,4_00_0
36456,3_00_0
26464,5_b7_1
49227,2_00_0
25606,3_b6_1
36970,1_00_0
50367,3_00_0
34674,2_a5_2
32186,6_00_0
66598,3_00_0
14926,3_00_0
25971,6_00_0
17334,2_00_0
63215,6_00_0
40076,3_00_0
44632,2_00_0
29155,5_b8_1
11497,2_a5_2
40278,1_00_0
19519,3_b3_1
24412,1_00_0
29201,3_a9_2
34927,1_00_0
24798,6_00_0
41987,4_00_0
61378,4_00_0
17300,3_b8_1
10173,3_b3_1
42647,6_00_0
15521,3_00_0
64540,1_00_0
59631,4_00_0
20946,3_00_0
25123,6_b4_1
46365,6_00_0
18946,3_00_0
55123,4_00_0
50218,3_00_0
58475,6_00_0
18009,1_00_0
35195,3_00_0
36545,6_00_0
56536,5_b7_1
31589,3_a9_1
45260,5_b8_1
35134,6_00_0
10927,3_b8_1
35395,3_a9_1
53819,6_00_0
15491,5_b6_1
59195,4_00_0
65763,3_b3_1
52364,3_a9_2
30760,6_00_0
58364,2_00_0
27507,1_00_0
18480,3_00_0
45959,5_b8_1
27801,3_00_0
66090,3_00_0
64523,5_b8_1
41510,3_00_0
60659,1_00_0
23344,3_00_0
23416,6_00_0
57876,3_00_0
26313,6_00_0
43199,2_00_0
30369,5_a7_2
51905,1_00_0
31251,3_b7_1
31243,1_00_0
48811,3_b3_1
48214,3_00_0
56264,6_00_0
48728,4_00_0
59755,1_00_0
22849,3_a9_2
18646,6_00_0
23185,4_00_0
16246,1_00_0
51104,6_00_0
12928,4_00_0
44091,4_00_0
22955,5_b8_1
17665,4_00_0
37941,3_b3_1
31321,3_00_0
43914,5_b6_1
49546,4_00_0
56925,4_00_0
58505,4_00_0
34966,4_00_0
48097,3_00_0
44832,6_00_0
22443,1_00_0
46111,5_a7_2
42985,3_00_0
19162,1_00_0
50302,4_00_0
24107,6_00_0
16197,3_00_0
53231,4_00_0
22890,3_00_0
37944,3_00_0
37530,3_00_0
48620,2_a5_2
61680,3_b8_1
12522,4_00_0
50580,6_a11_1
25314,2_a5_2
65382,6_00_0
62379,1_00_0
41857,4_00_0
41547,6_00_0
35790,3_a9_2
48095,3_00_0
57284,5_b8_1
64349,2_a5_2
66675,4_00_0
32281,4_00_0
30975,3_00_0
52948,1_00_0
43583,6_00_0
53911,6_00_0
65081,3_00_0
67590,4_00_0
54097,3_00_0
30228,2_00_0
33765,5_a7_2
63333,6_00_0
48784,3_00_0
63950,3_b8_1
34807,1_00_0
25684,6_00_0
30751,4_00_0
13614,3_b7_1
50106,4_00_0
27608,3_00_0
53001,3_b3_1
51704,3_b8_1
10721,1_00_0
52989,3_00_0
19667,3_00_0
29100,6_00_0
48672,6_00_0
24542,5_b8_1
47478,6_00_0
40384,1_00_0
59171,1_00_0
35493,2_00_0
12519,6_00_0
64372,5_b6_1
14841,1_00_0
57986,6_00_0
59259,3_b3_1
31460,1_00_0
14412,6_00_0
18273,5_b7_1
19899,6_00_0
40184,3_b6_1
23797,1_00_0
17902,3_b3_1
25068,2_a5_2
10706,3_a9_1
13186,2_00_0
56215,1_00_0
30992,3_b7_1
24663,3_00_0
23358,3_00_0
19541,3_00_0
25702,1_00_0
25644,5_b8_1
11864,3_b7_1
56962,3_00_0
44181,6_00_0
18753,3_b3_1
47397,3_00_0
44874,4_00_0
65999,5_b6_1
62721,6_00_0
56493,3_b6_1
56269,3_a9_1
31867,1_00_0
61004,3_00_0
22866,3_a9_1
12356,6_00_0
67003,6_00_0
65877,5_b7_1
57662,3_b8_1
47560,1_00_0
21120,6_00_0
21622,3_00_0
44009,1_00_0
47909,3_00_0
20457,3_a9_3
20721,3_00_0
56611,2_a5_2
50660,4_00_0
42075,3_00_0
12716,1_00_0
30447,1_00_0
56433,5_b6_1
46824,1_00_0
39045,6_00_0
55811,6_00_0
63610,3_00_0
13231,4_00_0
65789,3_00_0
42787,1_00_0
11766,1_00_0
14468,4_00_0
40339,1_00_0
22067,5_b6_1
62864,3_b7_1
38335,4_00_0
32377,3_a9_1
55735,6_00_0
56728,2_a5_2
48437,5_b6_1
28340,4_00_0
28981,3_00_0
58726,3_00_0
40223,6_00_0
15512,6_00_0
54358,5_b7_1
46386,4_00_0
56068,5_b8_1
12576,3_00_0
62827,3_00_0
20206,2_a5_2
19290,4_00_0
21083,4_00_0
11321,1_00_0
40828,4_00_0
54334,4_00_0
55637,2_00_0
23843,2_00_0
12190,3_00_0
21655,3_00_0
59138,3_00_0
57596,3_00_0
51949,5_a7_2
45119,3_a9_1
54710,6_b5_1
66525,6_00_0
66529,3_b3_1
14275,5_b7_1
20278,3_b3_1
53852,3_a9_1
26340,3_b7_1
15554,5_b8_1
12536,3_00_0
19211,6_00_0
45052,3_00_0
35367,1_00_0
33039,4_00_0
66354,5_b8_1
20978,2_a5_2
45259,6_00_0
30283,2_00_0
15778,3_00_0
46127,3_00_0
20733,1_00_0
56937,1_00_0
64650,3_00_0
56242,3_a9_1
24742,3_b8_1
62094,4_00_0
63209,6_00_0
46147,5_b8_1
48858,4_00_0
26565,5_b8_1
66834,4_00_0
48071,3_00_0
22784,5_00_0
15176,2_a5_2
22008,5_a7_2
33696,1_00_0
13036,4_00_0
35903,3_00_0
14968,6_b4_1
25225,3_00_0
64761,5_b6_1
39400,4_00_0
35612,3_b6_1
21506,5_b8_1
17842,3_00_0
60838,3_b6_1
38305,4_00_0
33637,3_00_0
25177,3_00_0
12239,3_b8_1
66182,6_00_0
29956,6_00_0
55750,2_a5_2
25417,1_00_0
63337,3_00_0
33662,2_a5_2
37786,6_00_0
10991,4_00_0
41795,4_00_0
40404,5_b8_1
18696,6_00_0
60616,6_b5_1
11770,3_a9_3
45730,6_00_0
35995,3_b3_1
44061,3_a9_1
17126,6_00_0
28995,1_00_0
55213,3_00_0
45824,3_00_0
58551,3_a9_2
24740,3_00_0
47973,2_00_0
23472,4_00_0
21830,3_00_0
56726,5_b7_1
55251,3_a9_1
64330,4_00_0
46926,1_00_0
55690,1_00_0
61001,3_b8_1
62881,1_00_0
66268,3_00_0
22600,3_00_0
57786,1_00_0
43993,5_a7_2
27706,3_a9_1
63702,6_00_0
61153,2_a5_2
14236,6_00_0
18897,6_00_0
57304,1_00_0
52496,5_b6_1
19693,3_b3_1
55299,3_b3_1
61366,3_00_0
57568,3_00_0
62778,3_00_0
45002,3_00_0
58849,1_00_0
20040,6_00_0
53106,1_00_0
62388,6_00_0
45767,3_b3_1
18649,3_00_0
18590,2_a5_2
57429,3_00_0
41452,3_00_0
61511,1_00_0
18644,3_00_0
59855,3_a9_3
12796,6_00_0
59256,4_00_0
47332,5_b6_1
49563,1_00_0
66465,4_00_0
42356,6_00_0
19507,4_00_0
53768,4_00_0
50476,3_00_0
32022,3_00_0
11596,3_b3_1
32346,2_a5_2
46854,4_00_0
15391,3_a9_1
61762,3_b6_1
62213,6_a11_1
50940,3_b8_1
63769,2_00_0
37636,3_00_0
55002,2_a5_2
53773,3_b3_1
14623,1_00_0
44443,1_00_0
43783,1_00_0
21587,6_00_0
19574,3_b6_1
36679,6_00_0
41832,2_a5_2
41290,6_00_0
17752,4_00_0
38162,3_00_0
53482,4_00_0
58590,2_00_0
19763,3_00_0
64886,5_a7_2
18418,3_a9_1
11261,3_b7_1
52085,6_00_0
22988,6_a12_1
66341,4_00_0
24630,2_a5_2
25698,1_00_0
19016,3_00_0
43169,6_00_0
54602,5_b8_1
56435,3_00_0
45689,3_a9_2
13502,3_00_0
66597,1_00_0
48679,3_b7_1
13224,6_a11_1
13452,1_00_0
43860,4_00_0
51960,4_00_0
16947,5_b6_1
51347,6_00_0
34392,3_b7_1
43108,6_00_0
49093,4_00_0
21260,1_00_0
59981,4_00_0
61943,6_00_0
24766,1_00_0
17135,3_00_0
27022,3_b8_1
58564,3_00_0
13143,6_00_0
40624,4_00_0
26260,4_00_0
58401,6_00_0
37985,6_a12_2
38547,6_00_0
14873,5_00_0
27105,3_00_0
42782,4_00_0
62720,3_b3_1
35833,3_a9_3
20624,3_b6_1
66859,3_b8_1
38781,3_00_0
20181,6_a12_2
45477,3_00_0
63423,4_00_0
20502,5_b8_1
28506,1_00_0
41994,3_00_0
42120,2_00_0
12892,1_00_0
64373,3_b6_1
45510,5_00_0
61781,5_b7_1
67239,3_b3_1
56165,4_00_0
65436,3_00_0
61055,5_00_0
14471,3_00_0
66281,6_00_0
10834,3_00_0
57856,4_00_0
65757,6_00_0
53976,1_00_0
19802,5_b7_1
53755,3_00_0
14239,1_00_0
61195,3_b7_1
27862,6_00_0
50506,4_00_0
19758,3_b8_1
40521,3_00_0
14963,3_b7_1
29648,3_b6_1
60421,5_b6_1
30040,3_00_0
25189,6_a11_1
27231,3_b3_1
46500,3_00_0
10274,1_00_0
63191,3_00_0
25386,4_00_0
48671,3_00_0
14772,1_00_0
55830,3_a9_2
13051,6_00_0
37953,4_00_0
32846,4_00_0
28846,6_00_0
53217,3_a9_3
62028,5_b6_1
44135,6_00_0
37282,4_00_0
16115,3_a9_1
22599,1_00_0
62431,3_00_0
11040,1_00_0
56588,6_00_0
32895,3_00_0
59930,4_00_0
52467,3_b8_1
54797,3_00_0
32902,3_00_0
63614,3_00_0
49705,3_b7_1
30844,6_00_0
32012,1_00_0
12692,1_00_0
17879,1_00_0
64736,5_b6_1
16796,3_b6_1
25099,6_00_0
64246,1_00_0
23031,6_00_0
11622,4_00_0
