image,label
32139,4_00_0
23659,3_a9_2
56053,3_00_0
67365,3_00_0
10983,6_00_0
14518,3_b8_1
42818,4_00_0
38920,1_00_0
14895,1_00_0
38074,5_b8_1
22629,6_00_0
63640,4_00_0
11321,1_00_0
32957,5_b6_1
35043,6_00_0
13719,3_b8_1
37511,1_00_0
13444,5_b6_1
57858,3_00_0
64192,3_00_0
19722,3_b3_1
52970,4_00_0
44059,6_00_0
13885,3_b7_1
47175,3_00_0
23754,3_00_0
13298,3_00_0
61075,3_b7_1
55895,4_00_0
53803,3_a9_2
55906,4_00_0
22209,2_00_0
65613,6_00_0
58418,3_b3_1
40947,4_00_0
61190,6_a11_1
47328,6_a12_1
32032,2_00_0
32502,4_00_0
38535,6_00_0
18212,1_00_0
54259,4_00_0
59830,3_00_0
61528,3_00_0
28480,6_00_0
53322,6_00_0
28169,3_00_0
25780,1_00_0
36659,2_00_0
57090,5_b8_1
11883,1_00_0
42443,1_00_0
51056,4_00_0
28123,3_b6_1
29218,6_00_0
57473,4_00_0
36262,3_b7_1
51253,6_00_0
58255,1_00_0
42791,3_a9_1
11533,4_00_0
39864,2_00_0
15141,4_00_0
26684,1_00_0
22572,3_00_0
62347,1_00_0
25884,5_00_0
18132,1_00_0
50560,5_b8_1
51525,5_b7_1
53117,3_b6_1
27315,3_b7_1
54860,6_00_0
56418,1_00_0
63610,3_00_0
20793,3_00_0
40807,1_00_0
59313,5_b8_1
40829,3_00_0
32249,6_00_0
24957,3_b8_1
26499,1_00_0
57322,3_b3_1
52371,6_00_0
33595,3_00_0
66103,6_00_0
31148,6_00_0
63006,3_b7_1
22709,3_00_0
60659,1_00_0
35111,3_b6_1
53916,6_00_0
59600,6_00_0
27362,3_a9_1
42151,3_00_0
55835,3_b7_1
11050,3_00_0
15263,5_a7_2
29120,4_00_0
13229,4_00_0
54605,5_b8_1
61200,1_00_0
11943,5_a7_2
44443,1_00_0
31953,3_a9_1
34978,1_00_0
20824,5_00_0
54866,4_00_0
61930,3_00_0
19699,3_b6_1
51500,3_00_0
30609,6_00_0
32926,3_b3_1
50938,3_00_0
30844,6_00_0
29851,4_00_0
48623,2_a5_2
45275,3_00_0
32401,2_00_0
48490,1_00_0
52381,4_00_0
22443,1_00_0
36936,4_00_0
21100,3_b3_1
58157,5_b7_1
11542,6_00_0
36294,3_a9_1
14963,3_b7_1
49482,3_a9_1
20040,6_00_0
60036,3_00_0
45099,3_00_0
17944,3_00_0
32459,3_00_0
39671,1_00_0
61700,5_b6_1
45435,4_00_0
44206,3_b6_1
56561,3_00_0
39852,3_00_0
41963,5_b8_1
23602,6_00_0
56174,4_00_0
31980,6_00_0
63568,1_00_0
12978,1_00_0
36545,6_00_0
39869,3_b8_1
58263,3_a9_2
62112,4_00_0
17917,3_00_0
37004,4_00_0
50666,3_00_0
65716,4_00_0
60567,4_00_0
13036,4_00_0
27536,4_00_0
66194,5_a7_2
34600,3_00_0
18897,6_00_0
36391,5_a7_2
16651,1_00_0
67041,4_00_0
16884,1_00_0
29155,5_b8_1
54137,6_00_0
16335,4_00_0
53980,3_00_0
49799,4_00_0
30231,5_b8_1
56954,4_00_0
55481,4_00_0
27382,1_00_0
52916,6_00_0
41278,1_00_0
23464,3_a9_2
18302,3_b3_1
25166,5_b6_1
25982,5_b8_1
27229,6_00_0
13217,4_00_0
23681,3_00_0
58520,2_00_0
15716,6_a12_2
24337,1_00_0
20717,3_00_0
62373,2_a5_2
59501,6_00_0
18154,6_a11_1
17119,3_00_0
19645,1_00_0
67157,4_00_0
55724,6_00_0
29347,5_b7_1
49764,1_00_0
56890,3_00_0
47560,1_00_0
10419,3_00_0
34807,1_00_0
55505,6_a11_1
13532,1_00_0
66173,1_00_0
44644,4_00_0
58678,3_a9_2
23528,5_b7_1
12796,6_00_0
34186,3_b8_1
22101,5_b7_1
34866,5_b7_1
37822,6_00_0
26545,3_b7_1
50005,3_a9_2
19271,3_a9_1
57786,1_00_0
61582,5_b7_1
10927,3_b8_1
37177,4_00_0
18352,3_b8_1
54060,1_00_0
40640,5_b6_1
18055,5_b7_1
41204,5_b6_1
57864,3_00_0
14966,2_00_0
21265,1_00_0
13980,6_00_0
41130,6_00_0
41807,5_a7_2
24663,3_00_0
33441,4_00_0
29767,5_b8_1
62169,3_b3_1
14404,2_a5_2
15384,4_00_0
62131,3_b3_1
18974,1_00_0
17442,3_b6_1
57185,5_b6_1
27801,3_00_0
36981,3_00_0
22008,5_a7_2
20028,4_00_0
36909,1_00_0
11526,5_b8_1
44442,6_00_0
33974,6_00_0
18391,3_a9_1
13300,1_00_0
14236,6_00_0
66813,5_b8_1
36818,5_b6_1
17368,1_00_0
42143,3_00_0
19446,4_00_0
11537,6_00_0
60347,3_00_0
20181,6_a12_2
42647,6_00_0
61592,5_a7_2
61366,3_00_0
46604,1_00_0
65906,1_00_0
45120,6_00_0
46674,4_00_0
10970,3_00_0
40422,1_00_0
62627,2_a5_2
20990,5_b8_1
12793,5_a7_2
37536,3_00_0
21922,3_00_0
62535,6_00_0
43574,3_00_0
14495,6_a11_1
46501,6_00_0
31251,3_b7_1
11811,4_00_0
51962,1_00_0
18798,3_b7_1
44463,6_00_0
55133,6_00_0
50845,4_00_0
34927,1_00_0
12817,6_00_0
34849,6_00_0
27844,5_b6_1
10908,3_00_0
30429,3_00_0
32607,6_00_0
10882,2_00_0
28519,1_00_0
66835,1_00_0
29540,3_00_0
29687,3_00_0
48462,1_00_0
54515,3_b7_1
22623,3_00_0
41290,6_00_0
32639,3_00_0
17816,3_00_0
13813,3_00_0
39270,1_00_0
52364,3_a9_2
24540,1_00_0
67239,3_b3_1
64528,1_00_0
32827,4_00_0
33590,2_00_0
19527,3_00_0
26923,6_00_0
14879,3_00_0
49240,6_00_0
59648,6_00_0
56904,3_b8_1
58915,5_b7_1
45259,6_00_0
16298,4_00_0
37821,6_00_0
39172,3_00_0
38574,3_00_0
53372,3_00_0
25380,6_00_0
54417,1_00_0
63330,3_b7_1
40582,5_b7_1
56313,1_00_0
53773,3_b3_1
51490,5_b7_1
38155,3_00_0
47090,3_00_0
15339,4_00_0
18601,6_00_0
41344,5_b6_1
17327,3_a9_1
60610,1_00_0
51461,6_00_0
57986,6_00_0
42433,3_a9_2
58977,2_00_0
46397,3_b8_1
55605,5_b7_1
12361,4_00_0
11744,6_00_0
10764,3_b6_1
66166,4_00_0
45653,3_b6_1
63895,4_00_0
55314,4_00_0
16395,4_00_0
48725,1_00_0
49964,4_00_0
38305,4_00_0
66008,4_00_0
56752,3_b8_1
37893,4_00_0
46141,3_00_0
35644,6_00_0
43045,3_00_0
62928,5_a7_2
33662,2_a5_2
43755,6_00_0
64496,5_b7_1
39697,4_00_0
13741,4_00_0
50273,6_b4_1
59753,4_00_0
36679,6_00_0
49659,3_b8_1
20276,5_b6_1
60653,3_00_0
16108,5_b6_1
60705,4_00_0
40756,3_00_0
23837,3_00_0
48971,3_00_0
15624,2_a5_2
31460,1_00_0
58734,6_00_0
67247,4_00_0
26464,5_b7_1
29311,5_b6_1
39676,3_00_0
51973,1_00_0
26377,3_00_0
36474,6_00_0
54292,3_b6_1
29130,3_00_0
39855,4_00_0
53735,5_b8_1
58679,3_a9_1
15914,5_b7_1
41302,2_00_0
50084,4_00_0
50139,3_b6_1
56618,3_00_0
21899,3_00_0
16523,5_b6_1
57128,6_00_0
51807,4_00_0
22765,3_b7_1
64886,5_a7_2
40045,3_b7_1
50741,3_00_0
32629,3_b3_1
54577,3_b7_1
10653,1_00_0
57314,1_00_0
56855,4_00_0
39774,3_00_0
34450,4_00_0
12961,3_b7_1
35382,6_00_0
21506,5_b8_1
62755,6_00_0
58849,1_00_0
51576,1_00_0
37965,6_00_0
25702,1_00_0
58016,2_a5_2
42755,3_00_0
65510,1_00_0
24061,4_00_0
32012,1_00_0
39691,3_b6_1
45929,3_00_0
14275,5_b7_1
56574,4_00_0
28612,1_00_0
52325,1_00_0
12231,6_00_0
10323,3_b6_1
37220,6_00_0
55348,3_00_0
39321,3_00_0
58079,1_00_0
52249,3_00_0
39600,1_00_0
24677,3_00_0
55716,6_00_0
59106,5_b7_1
23539,6_00_0
43606,6_00_0
29667,3_b3_1
13794,4_00_0
53950,5_b8_1
15846,4_00_0
12470,5_b6_1
25998,4_00_0
50056,3_00_0
55759,3_a9_2
14412,6_00_0
19558,1_00_0
43365,4_00_0
39818,3_00_0
43605,4_00_0
16514,2_a5_2
46346,5_b6_1
36639,3_00_0
67647,2_a5_2
17183,2_00_0
14164,6_00_0
64927,3_00_0
36816,3_b6_1
19503,3_a9_1
36541,4_00_0
41547,6_00_0
57988,5_b6_1
47788,3_00_0
47916,3_00_0
49043,3_b8_1
60011,3_a9_1
35174,3_b6_1
15273,5_b8_1
35230,6_a11_1
45590,2_a5_2
47573,4_00_0
62924,1_00_0
13193,3_00_0
35133,3_00_0
13579,4_00_0
24861,4_00_0
34508,3_00_0
24465,3_00_0
35773,3_a9_1
62702,3_00_0
15596,6_00_0
50730,1_00_0
60787,1_00_0
29594,1_00_0
30252,3_00_0
15368,3_b6_1
43252,6_b4_3
65096,3_00_0
64390,3_b6_1
21345,4_00_0
59875,6_b5_1
43331,1_00_0
32295,3_b6_1
17508,4_00_0
41237,3_00_0
44528,5_b7_1
23476,4_00_0
16643,3_b6_1
36970,1_00_0
30468,2_a5_2
23501,3_a9_1
20906,5_b8_1
20767,3_b8_1
57019,4_00_0
42409,3_00_0
21349,6_00_0
59963,6_00_0
50210,3_00_0
48095,3_00_0
38854,3_00_0
57043,4_00_0
25994,2_a5_2
19501,5_b7_1
67092,6_00_0
33314,6_00_0
60246,4_00_0
61405,4_00_0
53434,3_b8_1
40958,6_00_0
16011,4_00_0
31500,1_00_0
49179,3_00_0
48037,6_00_0
50785,5_b8_1
41304,3_b3_1
38524,6_b5_1
30456,2_a5_2
29939,4_00_0
14423,3_a9_1
30922,1_00_0
18788,6_00_0
48349,3_00_0
27594,3_b7_1
47905,5_b7_1
47731,3_b3_1
51482,3_b3_1
26438,4_00_0
41456,1_00_0
33343,6_00_0
53820,4_00_0
49745,1_00_0
32879,3_a9_1
22454,3_00_0
42164,3_00_0
43173,3_00_0
61727,2_a5_2
67534,3_b3_1
57706,2_a5_2
27556,5_00_0
15802,3_00_0
22924,3_00_0
28264,4_00_0
39738,3_00_0
11087,3_a9_2
59607,3_00_0
25671,3_b7_1
12285,4_00_0
61511,1_00_0
15943,1_00_0
30568,6_00_0
38267,4_00_0
60799,4_00_0
55511,5_b8_1
56908,5_b7_1
15019,6_00_0
64797,2_a5_2
57722,5_00_0
57290,3_00_0
55662,5_b8_1
57592,6_00_0
33190,1_00_0
48039,6_00_0
59690,4_00_0
56912,4_00_0
65043,3_a9_1
64285,1_00_0
66536,3_00_0
41534,4_00_0
46695,6_00_0
65054,1_00_0
51373,3_b7_1
47075,6_00_0
55732,1_00_0
23479,3_a9_2
23178,6_00_0
64549,3_00_0
60209,3_00_0
64225,3_a9_3
55493,3_00_0
28489,4_00_0
23103,4_00_0
50521,3_00_0
18733,5_b7_1
63923,3_00_0
12905,1_00_0
45980,5_a7_2
55344,3_b7_1
39525,4_00_0
16195,4_00_0
34618,3_00_0
25674,3_b6_1
35475,6_00_0
22892,1_00_0
34787,3_00_0
28237,1_00_0
59755,1_00_0
39305,4_00_0
45103,1_00_0
29116,3_00_0
65763,3_b3_1
34032,6_00_0
12085,3_b6_1
43418,6_a11_1
11438,4_00_0
31327,1_00_0
16531,4_00_0
49589,6_00_0
11003,1_00_0
16607,6_00_0
33082,5_b7_1
22600,3_00_0
24561,3_00_0
13820,6_00_0
29438,4_00_0
38925,3_00_0
49623,6_00_0
30242,4_00_0
61725,6_00_0
41354,4_00_0
57480,5_b8_1
42787,1_00_0
33142,3_a9_2
28183,1_00_0
20071,3_b3_1
38939,3_00_0
42725,2_00_0
39975,4_00_0
49195,5_b6_1
56783,3_b6_1
27323,4_00_0
26300,3_b3_1
61817,3_00_0
44019,4_00_0
30485,3_00_0
47820,4_00_0
60107,3_00_0
23325,4_00_0
52388,5_b8_1
47221,2_a5_2
16866,1_00_0
22010,1_00_0
23927,3_00_0
18590,2_a5_2
37897,3_00_0
27472,3_00_0
35094,6_00_0
27022,3_b8_1
56264,6_00_0
32791,1_00_0
19294,3_b7_1
25684,6_00_0
22069,5_b8_1
19492,3_b8_1
45157,6_00_0
57169,3_00_0
15681,3_00_0
33416,1_00_0
51671,6_a12_2
41832,2_a5_2
21335,3_00_0
50157,4_00_0
18480,3_00_0
40768,3_b6_1
27507,1_00_0
59126,3_b8_1
49339,3_00_0
21419,1_00_0
40828,4_00_0
61684,3_00_0
18875,1_00_0
36780,3_b8_1
42711,3_00_0
14187,3_00_0
64906,3_00_0
26234,6_00_0
41686,4_00_0
31914,2_a5_2
63756,4_00_0
45190,3_a9_2
50388,4_00_0
33666,3_b7_1
30569,5_a7_2
39764,6_00_0
22794,4_00_0
59787,3_b3_1
57051,3_00_0
45730,6_00_0
59766,3_a9_1
47745,4_00_0
12576,3_00_0
62527,1_00_0
45174,5_b7_1
45969,6_00_0
27714,3_00_0
33928,1_00_0
26237,2_a5_2
62976,3_a9_3
14363,5_b7_1
44455,3_00_0
21469,3_a9_2
48465,3_00_0
44713,1_00_0
18529,3_00_0
59923,6_00_0
31886,1_00_0
64576,6_a11_1
15776,2_a5_2
42611,3_a9_1
12071,6_00_0
52222,1_00_0
29058,4_00_0
29598,1_00_0
36016,4_00_0
27076,3_00_0
53758,1_00_0
29539,3_00_0
24143,3_00_0
19405,4_00_0
25028,6_00_0
40787,3_00_0
18672,3_a9_1
22200,5_b6_1
25402,3_b8_1
31932,4_00_0
12891,6_00_0
31756,1_00_0
54185,4_00_0
21849,1_00_0
56988,1_00_0
29580,3_a9_1
28968,6_a12_2
56161,2_a5_2
27899,3_00_0
48871,3_00_0
65428,4_00_0
24795,1_00_0
25689,1_00_0
15427,4_00_0
36208,3_a9_1
34294,3_00_0
41398,5_b7_1
28506,1_00_0
67649,1_00_0
24408,6_00_0
44733,5_a7_2
16402,3_a9_2
43295,5_00_0
25018,4_00_0
13452,1_00_0
52753,3_a9_1
34878,3_00_0
33774,3_00_0
25322,1_00_0
15328,1_00_0
43778,4_00_0
34862,3_b8_1
17080,1_00_0
45899,6_00_0
25912,3_00_0
32180,3_b8_1
22726,3_00_0
47255,4_00_0
20502,5_b8_1
29648,3_b6_1
20095,6_00_0
43157,3_a9_1
42124,5_a7_2
62520,3_b6_1
24177,3_b3_1
56893,3_a9_1
31787,5_b8_1
61359,3_00_0
53009,1_00_0
47327,4_00_0
44539,3_00_0
64799,3_a9_1
18697,3_00_0
20359,4_00_0
46148,4_00_0
56688,6_a12_1
12982,3_a9_3
28381,1_00_0
16675,6_00_0
54393,3_00_0
32186,6_00_0
49436,5_b6_1
46455,6_00_0
40112,4_00_0
30447,1_00_0
13667,1_00_0
33478,3_a9_3
54158,4_00_0
56852,5_b7_1
61769,5_b7_1
61421,6_00_0
24169,5_b8_1
14314,3_00_0
37941,3_b3_1
21215,3_00_0
14568,3_00_0
30255,5_a7_2
61310,4_00_0
22006,1_00_0
13145,2_a5_2
61402,6_a12_2
56496,6_00_0
48619,4_00_0
37727,6_00_0
56091,2_00_0
40650,4_00_0
46073,3_00_0
31713,3_00_0
24426,3_00_0
15905,3_00_0
55756,3_b7_1
18063,6_00_0
20629,3_00_0
50608,2_00_0
26252,3_a9_3
47595,1_00_0
39643,3_b8_1
55350,1_00_0
10442,2_a5_2
61507,4_00_0
35898,4_00_0
40381,3_b7_1
36616,4_00_0
66064,3_b6_1
22776,1_00_0
64603,6_a11_2
34995,1_00_0
52609,5_b7_1
22287,6_00_0
10043,3_00_0
14273,1_00_0
67588,4_00_0
34188,3_b7_1
45090,5_b7_1
55069,6_a11_1
55297,1_00_0
24753,4_00_0
44260,3_00_0
30610,5_00_0
51905,1_00_0
60307,1_00_0
14324,3_b7_1
20807,1_00_0
60647,2_a5_2
61271,3_b8_1
14468,4_00_0
10480,2_a5_2
23428,4_00_0
19801,3_00_0
12348,3_00_0
58424,3_00_0
52093,4_00_0
55299,3_b3_1
58735,3_b3_1
39251,5_b6_1
18619,6_00_0
16737,4_00_0
51073,2_a5_2
40241,4_00_0
16213,1_00_0
37680,5_b8_1
15519,5_b8_1
55626,3_b6_1
10991,4_00_0
39333,6_00_0
28775,3_b3_1
56017,4_00_0
55351,4_00_0
18648,4_00_0
18145,4_00_0
13413,6_00_0
25606,3_b6_1
29334,5_b7_1
48052,1_00_0
33705,2_a5_2
29282,2_a5_2
25345,3_a9_2
55084,4_00_0
44550,5_b8_1
40624,4_00_0
54800,6_00_0
37543,4_00_0
37735,5_a7_2
24820,4_00_0
35903,3_00_0
15911,6_a12_1
61665,6_00_0
36819,6_00_0
62740,3_00_0
32448,1_00_0
62118,5_b7_1
49111,3_00_0
38423,3_b7_1
24095,6_00_0
31955,2_00_0
17006,5_a7_2
24864,3_00_0
33223,1_00_0
46170,4_00_0
20457,3_a9_3
23649,1_00_0
55101,6_00_0
50234,6_00_0
36978,4_00_0
24207,4_00_0
32466,5_b7_1
63509,1_00_0
60251,3_00_0
46582,1_00_0
26816,3_a9_1
14168,1_00_0
23570,2_00_0
25398,3_a9_1
23323,3_a9_3
19546,6_00_0
10549,5_a7_2
50865,4_00_0
15071,3_b3_1
64253,5_b8_1
62720,3_b3_1
19680,1_00_0
39110,1_00_0
55858,6_00_0
55479,2_00_0
19580,1_00_0
21797,4_00_0
45046,3_b7_1
46985,4_00_0
41623,6_00_0
43783,1_00_0
51832,5_b6_1
30631,3_b7_1
27602,3_b8_1
31205,5_a7_2
48669,3_00_0
23417,3_00_0
37257,3_a9_1
63443,4_00_0
64523,5_b8_1
40051,6_00_0
48208,4_00_0
52618,4_00_0
62136,4_00_0
31150,3_00_0
34133,3_a9_3
25174,4_00_0
63277,1_00_0
60516,3_b3_1
51363,6_00_0
48858,4_00_0
14017,4_00_0
14646,3_a9_2
20278,3_b3_1
61943,6_00_0
31663,1_00_0
28390,3_b3_1
61001,3_b8_1
13488,4_00_0
62453,5_b6_1
47330,1_00_0
34075,4_00_0
66989,4_00_0
26636,1_00_0
27539,5_b6_1
47099,4_00_0
46235,3_a9_2
34068,3_00_0
44675,4_00_0
32280,2_a5_2
48601,1_00_0
58063,4_00_0
10365,3_b7_1
36876,6_00_0
64441,3_00_0
19290,4_00_0
37424,1_00_0
20328,3_a9_1
46724,3_00_0
61909,3_00_0
46978,3_b6_1
44503,4_00_0
58242,5_b8_1
57155,4_00_0
57865,4_00_0
53504,4_00_0
32307,3_00_0
64801,6_00_0
14876,1_00_0
50058,6_00_0
56629,3_00_0
57561,1_00_0
32846,4_00_0
65083,3_00_0
38781,3_00_0
48679,3_b7_1
18652,3_a9_1
16951,6_00_0
45265,3_00_0
50604,4_00_0
62113,5_a7_2
11738,6_00_0
31473,3_00_0
60045,2_00_0
22599,1_00_0
67301,3_b7_1
60544,1_00_0
23580,5_b6_1
45837,4_00_0
56390,1_00_0
31551,6_00_0
67528,4_00_0
62655,2_00_0
53819,6_00_0
38171,3_00_0
16105,3_00_0
28690,4_00_0
24736,3_b7_1
50269,5_b7_1
16246,1_00_0
15788,3_a9_3
11798,1_00_0
28678,3_00_0
11149,6_00_0
19605,1_00_0
10828,4_00_0
57079,3_b6_1
36522,3_a9_2
28182,5_a7_2
22752,4_00_0
45081,4_00_0
56493,3_b6_1
11364,4_00_0
51613,5_b8_1
64911,3_00_0
28393,5_00_0
48581,3_00_0
40752,4_00_0
14353,1_00_0
23249,3_00_0
40358,6_00_0
64120,2_a5_2
14975,3_a9_2
63815,5_b7_1
25314,2_a5_2
25419,3_00_0
28829,4_00_0
16172,4_00_0
28699,6_a11_1
23645,3_00_0
32460,6_00_0
15969,3_00_0
61961,5_b6_1
55025,1_00_0
61988,3_00_0
22497,2_a5_2
60126,4_00_0
15245,1_00_0
55659,5_b6_1
25417,1_00_0
55539,1_00_0
36057,3_00_0
24798,6_00_0
25817,4_00_0
23071,6_00_0
62195,5_b8_1
31589,3_a9_1
67227,2_a5_2
57335,6_b4_3
47111,1_00_0
22186,1_00_0
10299,4_00_0
55610,3_00_0
39559,1_00_0
35531,1_00_0
59294,6_00_0
20907,5_00_0
30028,6_00_0
53119,6_00_0
64935,4_00_0
19093,4_00_0
52515,4_00_0
16621,2_a5_2
64388,6_00_0
55913,3_b7_1
34682,3_00_0
47933,6_00_0
55889,5_00_0
25988,2_00_0
50003,3_00_0
26001,5_00_0
63488,1_00_0
14545,6_a12_2
20721,3_00_0
16758,2_00_0
44061,3_a9_1
66578,1_00_0
33218,5_b7_1
54411,4_00_0
64373,3_b6_1
21552,3_00_0
58322,3_a9_2
45289,6_00_0
23812,4_00_0
52082,4_00_0
40816,3_00_0
36649,2_a5_2
23216,4_00_0
52774,3_b3_1
