image,label
49245,5_00_0
17261,4_00_0
50382,6_00_0
15132,3_b6_1
23031,6_00_0
16947,5_b6_1
32180,3_b8_1
24534,3_b6_1
24129,3_b7_1
30231,5_b8_1
41575,3_a9_1
44135,6_00_0
22794,4_00_0
10027,3_b7_1
25159,3_00_0
16606,3_b7_1
53045,6_00_0
16523,5_b6_1
55710,1_00_0
28331,4_00_0
22086,6_00_0
35447,4_00_0
17067,1_00_0
43077,4_00_0
41556,4_00_0
51461,6_00_0
47742,1_00_0
29040,4_00_0
32902,3_00_0
29969,2_00_0
33662,2_a5_2
47215,6_00_0
42967,3_00_0
23604,4_00_0
55748,3_00_0
28183,1_00_0
21952,4_00_0
23580,5_b6_1
30255,5_a7_2
40717,3_b3_1
20196,3_b7_1
22765,3_b7_1
40967,1_00_0
47138,3_00_0
27076,3_00_0
51253,6_00_0
39439,1_00_0
15019,6_00_0
42606,3_00_0
44970,3_00_0
39764,6_00_0
24443,4_00_0
34807,1_00_0
39044,4_00_0
31243,1_00_0
19288,4_00_0
40179,1_00_0
43848,3_a9_2
46865,1_00_0
45476,2_a5_2
50229,1_00_0
40131,1_00_0
46645,6_00_0
55626,3_b6_1
41168,3_00_0
18145,4_00_0
37058,6_00_0
28545,3_00_0
41452,3_00_0
10063,3_00_0
43214,3_00_0
19722,3_b3_1
17324,3_b3_1
21419,1_00_0
25189,6_a11_1
44479,4_00_0
15586,6_00_0
29114,6_00_0
42787,1_00_0
54860,6_00_0
28326,4_00_0
27844,5_b6_1
55730,3_b3_1
17902,3_b3_1
38941,3_b3_1
17341,6_00_0
29906,6_00_0
56336,3_a9_1
54540,3_00_0
43712,3_b8_1
13252,3_b7_1
28120,1_00_0
34155,1_00_0
22098,3_00_0
36398,1_00_0
32084,4_00_0
47596,3_00_0
19580,1_00_0
50957,1_00_0
54515,3_b7_1
44525,3_00_0
41445,3_00_0
35269,1_00_0
14649,1_00_0
29311,5_b6_1
42120,2_00_0
29954,6_00_0
16678,3_00_0
32363,3_00_0
49770,4_00_0
49549,1_00_0
38171,3_00_0
52491,3_b8_1
14529,4_00_0
45415,1_00_0
55539,1_00_0
24229,3_00_0
44688,3_a9_3
22060,3_b3_1
40350,6_00_0
32499,2_a5_2
29809,5_b8_1
27594,3_b7_1
40582,5_b7_1
39251,5_b6_1
52618,4_00_0
17368,1_00_0
14722,4_00_0
20120,3_b7_1
23767,4_00_0
46303,4_00_0
12283,3_00_0
19405,4_00_0
47552,3_00_0
16108,5_b6_1
54419,6_00_0
32044,3_00_0
34737,4_00_0
48671,3_00_0
47995,5_b7_1
34872,5_b8_1
55507,3_b3_1
39986,3_00_0
49632,3_00_0
50903,4_00_0
16266,4_00_0
18418,3_a9_1
17017,3_00_0
31502,6_00_0
32839,1_00_0
22090,3_b7_1
13998,4_00_0
22926,4_00_0
13210,3_b8_1
19165,4_00_0
20095,6_00_0
42075,3_00_0
18591,4_00_0
26978,1_00_0
35859,5_a7_2
30242,4_00_0
41625,2_00_0
24936,2_a5_2
49588,6_00_0
39893,5_b8_1
29989,6_00_0
28489,4_00_0
28780,4_00_0
56330,1_00_0
25782,3_00_0
15843,3_00_0
28748,4_00_0
35385,3_00_0
31438,6_00_0
12817,6_00_0
31691,6_b5_1
11648,1_00_0
47731,3_b3_1
29971,5_b8_1
32241,3_00_0
52066,4_00_0
49359,6_00_0
30310,3_00_0
56123,3_b3_1
17117,1_00_0
44828,3_b3_1
48672,6_00_0
16076,5_a7_2
45969,6_00_0
18711,4_00_0
55044,3_00_0
22993,1_00_0
25487,3_a9_2
23602,6_00_0
45131,6_00_0
11333,3_b3_1
54772,4_00_0
31069,1_00_0
45240,6_00_0
48462,1_00_0
42947,3_00_0
43943,3_00_0
45893,4_00_0
18450,4_00_0
36675,4_00_0
45477,3_00_0
15598,4_00_0
45046,3_b7_1
52446,4_00_0
36417,3_00_0
41092,3_a9_1
35464,3_00_0
32502,4_00_0
11798,1_00_0
32860,3_b8_1
24561,3_00_0
41123,4_00_0
38456,3_00_0
52934,2_00_0
55493,3_00_0
56636,2_a5_2
27021,5_b7_1
26377,3_00_0
33537,6_00_0
55335,5_b8_1
12655,5_b6_1
30931,5_b8_1
37220,6_00_0
17061,3_00_0
14163,3_00_0
31063,3_a9_1
24678,4_00_0
35855,1_00_0
24360,3_00_0
17487,3_b8_1
53803,3_a9_2
52156,6_00_0
46942,1_00_0
49146,3_a9_1
49059,6_00_0
18575,3_00_0
49393,6_00_0
55847,3_b6_1
53475,4_00_0
24440,4_00_0
27990,1_00_0
17714,5_b7_1
17328,3_00_0
38623,3_00_0
43925,5_b7_1
37944,3_00_0
51699,3_00_0
29893,1_00_0
38943,3_a9_2
46147,5_b8_1
10649,5_b6_1
22598,1_00_0
38723,1_00_0
11350,5_b7_1
53973,2_a5_2
50521,3_00_0
55564,6_00_0
21867,4_00_0
24753,4_00_0
14876,1_00_0
21922,3_00_0
26202,6_00_0
44455,3_00_0
31206,6_00_0
43747,6_00_0
32336,4_00_0
15176,2_a5_2
11492,5_b8_1
56207,5_b7_1
31911,3_b3_1
53896,4_00_0
27320,3_00_0
18525,3_b8_1
13719,3_b8_1
13183,4_00_0
40596,2_a5_2
56081,5_b7_1
33378,3_b7_1
48349,3_00_0
54851,1_00_0
53372,3_00_0
36357,5_b7_1
53735,5_b8_1
19938,1_00_0
46501,6_00_0
29480,2_00_0
18009,1_00_0
46170,4_00_0
21260,1_00_0
26545,3_b7_1
28061,1_00_0
19619,3_00_0
38249,3_00_0
55327,1_00_0
51037,3_00_0
41786,4_00_0
28995,1_00_0
45452,4_00_0
42213,2_00_0
27831,3_00_0
23073,4_00_0
15368,3_b6_1
50742,3_b6_1
47956,3_b6_1
55652,3_b8_1
14669,3_00_0
55135,3_00_0
22726,3_00_0
42791,3_a9_1
44526,3_a9_2
16298,4_00_0
14841,1_00_0
36681,3_b3_1
24903,1_00_0
41354,4_00_0
26234,6_00_0
48666,2_00_0
15718,1_00_0
29687,3_00_0
41534,4_00_0
37236,6_00_0
40986,5_00_0
32727,3_b7_1
53748,5_00_0
50003,3_00_0
44448,5_b7_1
36474,6_00_0
25796,3_a9_1
33433,5_a7_2
18788,6_00_0
48654,6_00_0
53119,6_00_0
35903,3_00_0
48531,6_a12_2
44644,4_00_0
26185,3_00_0
14247,6_00_0
52682,6_00_0
13069,3_00_0
24633,4_00_0
53006,3_00_0
35475,6_00_0
23798,4_00_0
44118,2_a5_2
33478,3_a9_3
27945,3_a9_1
15362,4_00_0
23539,6_00_0
27528,5_b7_1
37415,3_b8_1
12240,3_00_0
38882,3_b6_1
56705,4_00_0
45855,3_a9_2
25770,5_b7_1
13231,4_00_0
52826,5_b8_1
22441,4_00_0
44980,6_00_0
15245,1_00_0
45002,3_00_0
55844,3_00_0
36541,4_00_0
11122,1_00_0
30040,3_00_0
41547,6_00_0
27801,3_00_0
34436,4_00_0
13698,3_b8_1
23062,4_00_0
22964,4_00_0
10117,4_00_0
55958,4_00_0
50920,1_00_0
38625,3_a9_1
46824,1_00_0
37727,6_00_0
37575,6_a11_2
27029,3_b8_1
49018,3_00_0
18248,3_b7_1
51810,5_b6_1
43665,4_00_0
22860,3_00_0
45310,1_00_0
47624,1_00_0
15769,4_00_0
44738,3_00_0
54119,6_b5_1
51124,4_00_0
44528,5_b7_1
14314,3_00_0
11107,3_b7_1
44425,6_b4_3
10817,4_00_0
14324,3_b7_1
48863,3_00_0
21037,3_00_0
45375,3_b6_1
54448,3_b3_1
32035,6_00_0
13054,6_b4_3
20431,1_00_0
20629,3_00_0
48038,3_a9_1
11138,2_a5_2
22200,5_b6_1
45146,3_a9_1
11050,3_00_0
56264,6_00_0
36767,5_b7_1
